analysis_id,application_id,ai_score,skills_matched,skill_gaps,experience_years,experience_level,education,certifications,reasoning,analysis_completed_at
10986,11059,78.5,"[""defense in depth"", ""secure design"", ""risk management"", ""system security engineering"", ""security architecture""]","[""network segmentation"", ""architecture analysis""]",3,mid,Bachelor's degree in Cybersecurity,"[""Cisco CCNP Security or CCSP""]",,2025-11-24 03:20:19
10987,11060,71.4,"[""architecture analysis"", ""defense in depth"", ""secure design"", ""security architecture""]","[""risk management"", ""network segmentation"", ""system security engineering""]",4,mid,Bachelor's degree in Information Technology,"[""Cisco CCNP Security or CCSP""]",,2025-11-24 03:20:19
10988,11061,71.4,"[""defense in depth"", ""network segmentation"", ""risk management"", ""architecture analysis""]","[""security architecture"", ""secure design"", ""system security engineering""]",6,mid,Bachelor's degree in Cybersecurity,"[""ISC2 CISSP""]",,2025-11-24 03:20:19
10989,11062,80.3,"[""architecture analysis"", ""system security engineering"", ""risk management"", ""secure design"", ""security architecture""]","[""defense in depth"", ""network segmentation""]",4,mid,Master's degree in Information Security,"[""AWS Solutions Architect \u2013 Security Specialty"", ""Cisco CCNP Security or CCSP""]",,2025-11-24 03:20:19
10990,11063,71.4,"[""architecture analysis"", ""system security engineering"", ""defense in depth"", ""risk management""]","[""security architecture"", ""secure design"", ""network segmentation""]",5,mid,Bachelor's degree in Computer Science,"[""Cisco CCNP Security or CCSP""]",,2025-11-24 03:20:19
10991,11064,71.4,"[""secure design"", ""network segmentation"", ""defense in depth"", ""security architecture""]","[""risk management"", ""system security engineering"", ""architecture analysis""]",4,mid,Associate's degree in Cybersecurity,"[""AWS Solutions Architect \u2013 Security Specialty""]",,2025-11-24 03:20:19
10992,11065,78.5,"[""network segmentation"", ""risk management"", ""defense in depth"", ""secure design"", ""system security engineering""]","[""security architecture"", ""architecture analysis""]",4,mid,Bachelor's degree in Information Technology,"[""Cisco CCNP Security or CCSP""]",,2025-11-24 03:20:19
10993,11066,78.5,"[""security architecture"", ""secure design"", ""defense in depth"", ""architecture analysis"", ""system security engineering""]","[""risk management"", ""network segmentation""]",3,mid,Master's degree in Information Security,"[""Cisco CCNP Security or CCSP""]",,2025-11-24 03:20:19
10994,11067,78.5,"[""architecture analysis"", ""network segmentation"", ""security architecture"", ""defense in depth"", ""risk management""]","[""secure design"", ""system security engineering""]",3,mid,Associate's degree in Cybersecurity,"[""AWS Solutions Architect \u2013 Security Specialty""]",,2025-11-24 03:20:19
10995,11068,87.5,"[""risk management"", ""system security engineering"", ""network segmentation"", ""secure design"", ""architecture analysis"", ""defense in depth""]","[""security architecture""]",6,mid,Master's degree in Information Security,"[""Cisco CCNP Security or CCSP"", ""AWS Solutions Architect \u2013 Security Specialty""]",,2025-11-24 03:20:19
10996,11069,78.5,"[""defense in depth"", ""security architecture"", ""architecture analysis"", ""secure design"", ""system security engineering""]","[""risk management"", ""network segmentation""]",5,mid,Bachelor's degree in Computer Science,"[""ISACA CISM""]",,2025-11-24 03:20:19
10997,11070,69.6,"[""security architecture"", ""network segmentation"", ""defense in depth"", ""system security engineering""]","[""secure design"", ""risk management"", ""architecture analysis""]",3,mid,Associate's degree in Cybersecurity,[],,2025-11-24 03:20:19
10998,11071,71.4,"[""network segmentation"", ""security architecture"", ""system security engineering"", ""secure design""]","[""risk management"", ""defense in depth"", ""architecture analysis""]",6,mid,Associate's degree in Cybersecurity,"[""AWS Solutions Architect \u2013 Security Specialty""]",,2025-11-24 03:20:19
10999,11072,87.5,"[""security architecture"", ""secure design"", ""risk management"", ""defense in depth"", ""system security engineering"", ""network segmentation""]","[""architecture analysis""]",4,mid,Master's degree in Information Security,"[""SABSA Foundation"", ""ISACA CISM""]",,2025-11-24 03:20:19
11000,11073,80.3,"[""architecture analysis"", ""secure design"", ""security architecture"", ""risk management"", ""defense in depth""]","[""network segmentation"", ""system security engineering""]",6,mid,Associate's degree in Cybersecurity,"[""SABSA Foundation"", ""Cisco CCNP Security or CCSP""]",,2025-11-24 03:20:19
11001,11074,71.4,"[""network segmentation"", ""defense in depth"", ""risk management"", ""system security engineering""]","[""security architecture"", ""secure design"", ""architecture analysis""]",4,mid,Master's degree in Information Security,"[""Cisco CCNP Security or CCSP""]",,2025-11-24 03:20:19
11002,11075,71.4,"[""architecture analysis"", ""risk management"", ""defense in depth"", ""secure design""]","[""security architecture"", ""network segmentation"", ""system security engineering""]",4,mid,Master's degree in Cybersecurity,"[""AWS Solutions Architect \u2013 Security Specialty""]",,2025-11-24 03:20:19
11003,11076,69.6,"[""security architecture"", ""architecture analysis"", ""network segmentation"", ""defense in depth""]","[""secure design"", ""risk management"", ""system security engineering""]",5,mid,Master's degree in Information Security,[],,2025-11-24 03:20:19
11004,11077,78.5,"[""system security engineering"", ""security architecture"", ""network segmentation"", ""secure design"", ""defense in depth""]","[""risk management"", ""architecture analysis""]",5,mid,Bachelor's degree in Information Technology,"[""ISACA CISM""]",,2025-11-24 03:20:19
11005,11078,71.4,"[""network segmentation"", ""security architecture"", ""defense in depth"", ""architecture analysis""]","[""secure design"", ""risk management"", ""system security engineering""]",5,mid,Master's degree in Cybersecurity,"[""ISACA CISM""]",,2025-11-24 03:20:19
11006,11079,87.5,"[""risk management"", ""defense in depth"", ""network segmentation"", ""secure design"", ""system security engineering"", ""security architecture""]","[""architecture analysis""]",3,mid,Master's degree in Cybersecurity,"[""ISC2 CISSP"", ""Cisco CCNP Security or CCSP""]",,2025-11-24 03:20:19
11007,11080,78.5,"[""security architecture"", ""secure design"", ""risk management"", ""architecture analysis"", ""network segmentation""]","[""defense in depth"", ""system security engineering""]",5,mid,Bachelor's degree in Cybersecurity,"[""SABSA Foundation""]",,2025-11-24 03:20:19
11008,11081,87.5,"[""network segmentation"", ""defense in depth"", ""security architecture"", ""secure design"", ""risk management"", ""system security engineering""]","[""architecture analysis""]",3,mid,Master's degree in Information Security,"[""AWS Solutions Architect \u2013 Security Specialty"", ""Cisco CCNP Security or CCSP""]",,2025-11-24 03:20:19
11009,11082,71.8,"[""input validation"", ""secure SDLC"", ""secure coding"", ""software security""]","[""error handling"", ""static code analysis"", ""threat modeling""]",4,mid,Master's degree in Information Security,"[""CSSLP""]",,2025-11-24 03:20:19
11010,11083,81.2,"[""secure SDLC"", ""input validation"", ""threat modeling"", ""secure coding"", ""error handling""]","[""software security"", ""static code analysis""]",3,mid,Associate's degree in Cybersecurity,"[""AWS or Microsoft Developer Certification"", ""CompTIA PenTest+""]",,2025-11-24 03:20:19
11011,11084,76.7,"[""input validation"", ""secure SDLC"", ""error handling"", ""software security"", ""static code analysis""]","[""secure coding"", ""threat modeling""]",4,mid,Master's degree in Information Security,[],,2025-11-24 03:20:19
11012,11085,58.8,"[""input validation"", ""error handling"", ""static code analysis"", ""secure SDLC""]","[""secure coding"", ""software security"", ""threat modeling""]",0,entry,Bachelor's degree in Computer Science,[],,2025-11-24 03:20:19
11013,11086,69.6,"[""input validation"", ""secure coding"", ""static code analysis"", ""secure SDLC""]","[""software security"", ""error handling"", ""threat modeling""]",2,entry,Bachelor's degree in Information Technology,[],,2025-11-24 03:20:19
11014,11087,88.4,"[""threat modeling"", ""secure coding"", ""secure SDLC"", ""input validation"", ""error handling"", ""static code analysis""]","[""software security""]",5,mid,Associate's degree in Cybersecurity,"[""AWS or Microsoft Developer Certification"", ""CompTIA PenTest+""]",,2025-11-24 03:20:19
11015,11088,81.2,"[""secure coding"", ""static code analysis"", ""error handling"", ""software security"", ""input validation""]","[""threat modeling"", ""secure SDLC""]",4,mid,Master's degree in Cybersecurity,"[""CompTIA PenTest+"", ""CSSLP""]",,2025-11-24 03:20:19
11016,11089,79,"[""secure SDLC"", ""threat modeling"", ""static code analysis"", ""software security"", ""secure coding""]","[""input validation"", ""error handling""]",3,mid,Bachelor's degree in Cybersecurity,"[""CSSLP""]",,2025-11-24 03:20:19
11017,11090,69.6,"[""static code analysis"", ""input validation"", ""software security"", ""secure coding""]","[""error handling"", ""threat modeling"", ""secure SDLC""]",5,mid,Master's degree in Cybersecurity,[],,2025-11-24 03:20:19
11018,11091,69.6,"[""threat modeling"", ""software security"", ""error handling"", ""secure SDLC""]","[""secure coding"", ""input validation"", ""static code analysis""]",2,entry,Master's degree in Information Security,[],,2025-11-24 03:20:19
11019,11092,62.4,"[""secure coding"", ""software security"", ""error handling""]","[""input validation"", ""static code analysis"", ""threat modeling"", ""secure SDLC""]",4,mid,Associate's degree in Cybersecurity,[],,2025-11-24 03:20:19
11020,11093,71.8,"[""secure coding"", ""secure SDLC"", ""static code analysis"", ""error handling""]","[""software security"", ""input validation"", ""threat modeling""]",4,mid,Bachelor's degree in Cybersecurity,"[""GIAC GSSP""]",,2025-11-24 03:20:19
11021,11094,51.6,"[""static code analysis"", ""input validation"", ""threat modeling""]","[""secure coding"", ""software security"", ""error handling"", ""secure SDLC""]",0,entry,Bachelor's degree in Cybersecurity,[],,2025-11-24 03:20:19
11022,11095,44.5,"[""secure SDLC"", ""input validation""]","[""secure coding"", ""software security"", ""error handling"", ""static code analysis"", ""threat modeling""]",0,entry,Bachelor's degree in Information Technology,[],,2025-11-24 03:20:19
11023,11096,51.6,"[""threat modeling"", ""secure SDLC"", ""secure coding""]","[""software security"", ""input validation"", ""error handling"", ""static code analysis""]",0,entry,Master's degree in Information Security,[],,2025-11-24 03:20:19
11024,11097,66,"[""error handling"", ""secure coding"", ""software security"", ""secure SDLC""]","[""input validation"", ""static code analysis"", ""threat modeling""]",6,mid,Bachelor's degree in Computer Science,[],,2025-11-24 03:20:19
11025,11098,58.8,"[""error handling"", ""secure SDLC"", ""static code analysis"", ""secure coding""]","[""software security"", ""input validation"", ""threat modeling""]",0,entry,Associate's degree in Cybersecurity,[],,2025-11-24 03:20:19
11026,11099,58.8,"[""static code analysis"", ""secure coding"", ""secure SDLC"", ""input validation""]","[""software security"", ""error handling"", ""threat modeling""]",0,entry,Bachelor's degree in Information Technology,[],,2025-11-24 03:20:19
11027,11100,88.4,"[""error handling"", ""software security"", ""secure coding"", ""secure SDLC"", ""static code analysis"", ""input validation""]","[""threat modeling""]",3,mid,Bachelor's degree in Information Technology,"[""GIAC GSSP"", ""CSSLP""]",,2025-11-24 03:20:19
11028,11101,79,"[""static code analysis"", ""secure coding"", ""threat modeling"", ""input validation"", ""secure SDLC""]","[""software security"", ""error handling""]",2,entry,Bachelor's degree in Computer Science,"[""AWS or Microsoft Developer Certification""]",,2025-11-24 03:20:19
11029,11102,71.8,"[""threat modeling"", ""input validation"", ""secure SDLC"", ""static code analysis""]","[""secure coding"", ""software security"", ""error handling""]",4,mid,Master's degree in Cybersecurity,"[""CSSLP""]",,2025-11-24 03:20:19
11030,11103,71.8,"[""secure SDLC"", ""input validation"", ""threat modeling"", ""secure coding""]","[""software security"", ""error handling"", ""static code analysis""]",2,entry,Bachelor's degree in Cybersecurity,"[""GIAC GSSP""]",,2025-11-24 03:20:19
11031,11104,71.8,"[""input validation"", ""static code analysis"", ""secure coding"", ""secure SDLC""]","[""software security"", ""error handling"", ""threat modeling""]",2,entry,Bachelor's degree in Cybersecurity,"[""CompTIA PenTest+""]",,2025-11-24 03:20:19
11032,11105,79,"[""software security"", ""secure SDLC"", ""threat modeling"", ""static code analysis"", ""secure coding""]","[""input validation"", ""error handling""]",5,mid,Associate's degree in Cybersecurity,"[""AWS or Microsoft Developer Certification""]",,2025-11-24 03:20:19
11033,11106,76.7,"[""static code analysis"", ""software security"", ""secure coding"", ""secure SDLC"", ""error handling""]","[""input validation"", ""threat modeling""]",2,entry,Bachelor's degree in Information Technology,[],,2025-11-24 03:20:19
11034,11107,79,"[""error handling"", ""threat modeling"", ""static code analysis"", ""secure coding"", ""software security""]","[""input validation"", ""secure SDLC""]",2,entry,Bachelor's degree in Computer Science,"[""GIAC GSSP""]",,2025-11-24 03:20:19
11035,11108,69.6,"[""software security"", ""input validation"", ""secure coding"", ""secure SDLC""]","[""error handling"", ""static code analysis"", ""threat modeling""]",5,mid,Bachelor's degree in Computer Science,[],,2025-11-24 03:20:19
11036,11109,69.6,"[""static code analysis"", ""secure SDLC"", ""threat modeling"", ""input validation""]","[""secure coding"", ""software security"", ""error handling""]",3,mid,Associate's degree in Cybersecurity,[],,2025-11-24 03:20:19
11037,11110,71.8,"[""software security"", ""secure coding"", ""input validation"", ""secure SDLC""]","[""error handling"", ""static code analysis"", ""threat modeling""]",4,mid,Master's degree in Information Security,"[""GIAC GSSP""]",,2025-11-24 03:20:19
11038,11111,79,"[""software security"", ""secure coding"", ""input validation"", ""error handling"", ""secure SDLC""]","[""static code analysis"", ""threat modeling""]",2,entry,Bachelor's degree in Cybersecurity,"[""CSSLP""]",,2025-11-24 03:20:19
11039,11112,76.7,"[""error handling"", ""secure SDLC"", ""software security"", ""static code analysis"", ""threat modeling""]","[""secure coding"", ""input validation""]",2,entry,Bachelor's degree in Information Technology,[],,2025-11-24 03:20:19
11040,11113,69.6,"[""static code analysis"", ""error handling"", ""secure coding"", ""input validation""]","[""software security"", ""threat modeling"", ""secure SDLC""]",2,entry,Bachelor's degree in Computer Science,[],,2025-11-24 03:20:19
11041,11114,79,"[""static code analysis"", ""error handling"", ""input validation"", ""secure SDLC"", ""software security""]","[""secure coding"", ""threat modeling""]",2,entry,Bachelor's degree in Computer Science,"[""AWS or Microsoft Developer Certification""]",,2025-11-24 03:20:19
11042,11115,79,"[""threat modeling"", ""input validation"", ""secure SDLC"", ""static code analysis"", ""secure coding""]","[""software security"", ""error handling""]",5,mid,Bachelor's degree in Information Technology,"[""GIAC GSSP""]",,2025-11-24 03:20:19
11043,11116,69.6,"[""input validation"", ""static code analysis"", ""secure coding"", ""software security""]","[""error handling"", ""threat modeling"", ""secure SDLC""]",4,mid,Bachelor's degree in Cybersecurity,[],,2025-11-24 03:20:19
11044,11117,69.6,"[""secure coding"", ""input validation"", ""static code analysis"", ""software security""]","[""error handling"", ""threat modeling"", ""secure SDLC""]",2,entry,Bachelor's degree in Computer Science,[],,2025-11-24 03:20:19
11045,11118,62.4,"[""software security"", ""error handling"", ""threat modeling""]","[""secure coding"", ""input validation"", ""static code analysis"", ""secure SDLC""]",4,mid,Master's degree in Information Security,[],,2025-11-24 03:20:19
11046,11119,71.8,"[""secure SDLC"", ""secure coding"", ""threat modeling"", ""software security""]","[""input validation"", ""error handling"", ""static code analysis""]",2,entry,Master's degree in Information Security,"[""CSSLP""]",,2025-11-24 03:20:19
11047,11120,69.6,"[""secure SDLC"", ""secure coding"", ""threat modeling"", ""error handling""]","[""software security"", ""input validation"", ""static code analysis""]",3,mid,Master's degree in Information Security,[],,2025-11-24 03:20:19
11048,11121,79,"[""secure coding"", ""software security"", ""input validation"", ""secure SDLC"", ""threat modeling""]","[""error handling"", ""static code analysis""]",3,mid,Bachelor's degree in Information Technology,"[""CSSLP""]",,2025-11-24 03:20:19
11049,11122,71.8,"[""error handling"", ""secure coding"", ""static code analysis"", ""threat modeling""]","[""software security"", ""input validation"", ""secure SDLC""]",2,entry,Associate's degree in Cybersecurity,"[""AWS or Microsoft Developer Certification""]",,2025-11-24 03:20:19
11050,11123,88.4,"[""secure SDLC"", ""error handling"", ""secure coding"", ""static code analysis"", ""threat modeling"", ""input validation""]","[""software security""]",4,mid,Associate's degree in Cybersecurity,"[""CompTIA PenTest+"", ""GIAC GSSP""]",,2025-11-24 03:20:19
11051,11124,71.8,"[""secure coding"", ""input validation"", ""error handling"", ""threat modeling""]","[""software security"", ""static code analysis"", ""secure SDLC""]",5,mid,Bachelor's degree in Computer Science,"[""CompTIA PenTest+""]",,2025-11-24 03:20:19
11052,11125,71.8,"[""error handling"", ""static code analysis"", ""secure coding"", ""input validation""]","[""software security"", ""threat modeling"", ""secure SDLC""]",4,mid,Associate's degree in Cybersecurity,"[""CSSLP""]",,2025-11-24 03:20:19
11053,11126,81.2,"[""secure SDLC"", ""secure coding"", ""static code analysis"", ""threat modeling"", ""input validation""]","[""software security"", ""error handling""]",5,mid,Bachelor's degree in Computer Science,"[""GIAC GSSP"", ""CompTIA PenTest+""]",,2025-11-24 03:20:19
11054,11127,71.8,"[""secure coding"", ""error handling"", ""secure SDLC"", ""input validation""]","[""software security"", ""static code analysis"", ""threat modeling""]",2,entry,Bachelor's degree in Cybersecurity,"[""CompTIA PenTest+""]",,2025-11-24 03:20:19
11055,11128,64.2,"[""threat modeling"", ""error handling"", ""secure SDLC"", ""secure coding""]","[""software security"", ""input validation"", ""static code analysis""]",1,entry,Associate's degree in Cybersecurity,[],,2025-11-24 03:20:19
11056,11129,86.1,"[""threat modeling"", ""secure coding"", ""static code analysis"", ""input validation"", ""software security"", ""secure SDLC""]","[""error handling""]",4,mid,Associate's degree in Cybersecurity,"[""CompTIA PenTest+""]",,2025-11-24 03:20:19
11057,11130,69.6,"[""error handling"", ""static code analysis"", ""secure SDLC"", ""input validation""]","[""secure coding"", ""software security"", ""threat modeling""]",3,mid,Bachelor's degree in Computer Science,[],,2025-11-24 03:20:19
11058,11131,71.8,"[""static code analysis"", ""secure coding"", ""error handling"", ""secure SDLC""]","[""software security"", ""input validation"", ""threat modeling""]",2,entry,Bachelor's degree in Information Technology,"[""CompTIA PenTest+""]",,2025-11-24 03:20:19
11059,11132,62.4,"[""risk analysis"", ""vulnerability identification"", ""secure system design""]","[""system hardening"", ""secure configuration"", ""system security testing"", ""secure SDLC""]",4,mid,Associate's degree in Cybersecurity,[],,2025-11-24 03:20:19
11060,11133,71.8,"[""secure SDLC"", ""secure configuration"", ""risk analysis"", ""system hardening""]","[""secure system design"", ""vulnerability identification"", ""system security testing""]",2,entry,Bachelor's degree in Information Technology,"[""GIAC GSEC""]",,2025-11-24 03:20:19
11061,11134,71.8,"[""risk analysis"", ""secure configuration"", ""system security testing"", ""system hardening""]","[""secure system design"", ""vulnerability identification"", ""secure SDLC""]",3,mid,Associate's degree in Cybersecurity,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
11062,11135,71.8,"[""secure configuration"", ""vulnerability identification"", ""system hardening"", ""system security testing""]","[""secure system design"", ""risk analysis"", ""secure SDLC""]",5,mid,Bachelor's degree in Information Technology,"[""GIAC GSEC""]",,2025-11-24 03:20:19
11063,11136,71.8,"[""vulnerability identification"", ""secure configuration"", ""secure SDLC"", ""risk analysis""]","[""secure system design"", ""system hardening"", ""system security testing""]",4,mid,Bachelor's degree in Computer Science,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
11064,11137,79,"[""secure configuration"", ""system security testing"", ""vulnerability identification"", ""system hardening"", ""risk analysis""]","[""secure system design"", ""secure SDLC""]",5,mid,Associate's degree in Cybersecurity,"[""CompTIA Security+""]",,2025-11-24 03:20:19
11065,11138,62.4,"[""secure SDLC"", ""vulnerability identification"", ""risk analysis""]","[""secure system design"", ""system hardening"", ""secure configuration"", ""system security testing""]",4,mid,Master's degree in Information Security,[],,2025-11-24 03:20:19
11066,11139,81.2,"[""risk analysis"", ""system security testing"", ""secure configuration"", ""system hardening"", ""secure SDLC""]","[""secure system design"", ""vulnerability identification""]",5,mid,Bachelor's degree in Computer Science,"[""Microsoft or Linux systems engineering certifications"", ""CompTIA Security+""]",,2025-11-24 03:20:19
11067,11140,86.1,"[""vulnerability identification"", ""system security testing"", ""secure SDLC"", ""secure system design"", ""system hardening"", ""secure configuration""]","[""risk analysis""]",4,mid,Associate's degree in Cybersecurity,"[""GIAC GSEC""]",,2025-11-24 03:20:19
11068,11141,88.4,"[""secure SDLC"", ""system hardening"", ""secure configuration"", ""secure system design"", ""risk analysis"", ""vulnerability identification""]","[""system security testing""]",2,entry,Bachelor's degree in Cybersecurity,"[""GIAC GSEC"", ""Microsoft or Linux systems engineering certifications""]",,2025-11-24 03:20:19
11069,11142,79,"[""vulnerability identification"", ""secure configuration"", ""secure SDLC"", ""risk analysis"", ""system security testing""]","[""secure system design"", ""system hardening""]",2,entry,Master's degree in Information Security,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
11070,11143,86.1,"[""secure configuration"", ""system hardening"", ""vulnerability identification"", ""secure SDLC"", ""risk analysis"", ""system security testing""]","[""secure system design""]",5,mid,Bachelor's degree in Computer Science,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
11071,11144,71.8,"[""secure SDLC"", ""risk analysis"", ""vulnerability identification"", ""secure configuration""]","[""secure system design"", ""system hardening"", ""system security testing""]",4,mid,Master's degree in Information Security,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
11072,11145,66,"[""risk analysis"", ""secure SDLC"", ""secure system design"", ""vulnerability identification""]","[""system hardening"", ""secure configuration"", ""system security testing""]",6,mid,Master's degree in Information Security,[],,2025-11-24 03:20:19
11073,11146,79,"[""secure system design"", ""secure SDLC"", ""secure configuration"", ""system hardening"", ""vulnerability identification""]","[""risk analysis"", ""system security testing""]",5,mid,Bachelor's degree in Computer Science,"[""CompTIA Security+""]",,2025-11-24 03:20:19
11074,11147,71.8,"[""vulnerability identification"", ""risk analysis"", ""secure system design"", ""system hardening""]","[""secure configuration"", ""system security testing"", ""secure SDLC""]",4,mid,Associate's degree in Cybersecurity,"[""CompTIA Security+""]",,2025-11-24 03:20:19
11075,11148,69.6,"[""system security testing"", ""secure configuration"", ""risk analysis"", ""system hardening""]","[""secure system design"", ""vulnerability identification"", ""secure SDLC""]",2,entry,Master's degree in Cybersecurity,[],,2025-11-24 03:20:19
11076,11149,64.2,"[""risk analysis"", ""vulnerability identification"", ""secure configuration"", ""system hardening""]","[""secure system design"", ""system security testing"", ""secure SDLC""]",1,entry,Bachelor's degree in Cybersecurity,[],,2025-11-24 03:20:19
11077,11150,71.8,"[""system security testing"", ""secure SDLC"", ""system hardening"", ""vulnerability identification""]","[""secure system design"", ""risk analysis"", ""secure configuration""]",2,entry,Bachelor's degree in Cybersecurity,"[""Microsoft or Linux systems engineering certifications""]",,2025-11-24 03:20:19
11078,11151,69.6,"[""vulnerability identification"", ""secure SDLC"", ""risk analysis"", ""secure configuration""]","[""secure system design"", ""system hardening"", ""system security testing""]",2,entry,Master's degree in Cybersecurity,[],,2025-11-24 03:20:19
11079,11152,64.2,"[""system hardening"", ""vulnerability identification"", ""risk analysis"", ""secure SDLC""]","[""secure system design"", ""secure configuration"", ""system security testing""]",1,entry,Master's degree in Information Security,[],,2025-11-24 03:20:19
11080,11153,69.6,"[""system security testing"", ""secure system design"", ""secure configuration"", ""system hardening""]","[""risk analysis"", ""vulnerability identification"", ""secure SDLC""]",4,mid,Bachelor's degree in Cybersecurity,[],,2025-11-24 03:20:19
11081,11154,69.6,"[""secure system design"", ""secure SDLC"", ""system hardening"", ""system security testing""]","[""risk analysis"", ""vulnerability identification"", ""secure configuration""]",2,entry,Master's degree in Cybersecurity,[],,2025-11-24 03:20:19
11082,11155,55.2,"[""system security testing"", ""secure configuration"", ""risk analysis""]","[""secure system design"", ""system hardening"", ""vulnerability identification"", ""secure SDLC""]",7,mid,Bachelor's degree in Information Technology,[],,2025-11-24 03:20:19
11083,11156,79,"[""secure system design"", ""risk analysis"", ""system security testing"", ""vulnerability identification"", ""secure SDLC""]","[""system hardening"", ""secure configuration""]",4,mid,Bachelor's degree in Information Technology,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
11084,11157,71.8,"[""risk analysis"", ""system hardening"", ""secure system design"", ""secure SDLC""]","[""vulnerability identification"", ""secure configuration"", ""system security testing""]",5,mid,Associate's degree in Cybersecurity,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
11085,11158,69.6,"[""secure configuration"", ""system hardening"", ""secure SDLC"", ""secure system design""]","[""risk analysis"", ""vulnerability identification"", ""system security testing""]",5,mid,Associate's degree in Cybersecurity,[],,2025-11-24 03:20:19
11086,11159,69.6,"[""secure system design"", ""secure SDLC"", ""system hardening"", ""vulnerability identification""]","[""risk analysis"", ""secure configuration"", ""system security testing""]",2,entry,Associate's degree in Cybersecurity,[],,2025-11-24 03:20:19
11087,11160,79,"[""vulnerability identification"", ""risk analysis"", ""secure system design"", ""secure SDLC"", ""secure configuration""]","[""system hardening"", ""system security testing""]",4,mid,Bachelor's degree in Information Technology,"[""CompTIA Security+""]",,2025-11-24 03:20:19
11088,11161,58.8,"[""system hardening"", ""secure configuration"", ""risk analysis""]","[""secure system design"", ""vulnerability identification"", ""system security testing"", ""secure SDLC""]",6,mid,Master's degree in Cybersecurity,[],,2025-11-24 03:20:19
11089,11162,71.8,"[""secure SDLC"", ""risk analysis"", ""secure system design"", ""system hardening""]","[""vulnerability identification"", ""secure configuration"", ""system security testing""]",3,mid,Master's degree in Cybersecurity,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
11090,11163,69.6,"[""vulnerability identification"", ""risk analysis"", ""system hardening"", ""secure configuration""]","[""secure system design"", ""system security testing"", ""secure SDLC""]",4,mid,Bachelor's degree in Information Technology,[],,2025-11-24 03:20:19
11091,11164,71.8,"[""system security testing"", ""secure system design"", ""secure SDLC"", ""system hardening""]","[""risk analysis"", ""vulnerability identification"", ""secure configuration""]",2,entry,Master's degree in Cybersecurity,"[""Microsoft or Linux systems engineering certifications""]",,2025-11-24 03:20:19
11092,11165,69.6,"[""system hardening"", ""vulnerability identification"", ""risk analysis"", ""system security testing""]","[""secure system design"", ""secure configuration"", ""secure SDLC""]",5,mid,Bachelor's degree in Cybersecurity,[],,2025-11-24 03:20:19
11093,11166,71.8,"[""secure configuration"", ""secure system design"", ""vulnerability identification"", ""secure SDLC""]","[""system hardening"", ""risk analysis"", ""system security testing""]",2,entry,Master's degree in Cybersecurity,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
11094,11167,62.4,"[""system hardening"", ""system security testing"", ""secure configuration""]","[""secure system design"", ""risk analysis"", ""vulnerability identification"", ""secure SDLC""]",2,entry,Master's degree in Cybersecurity,[],,2025-11-24 03:20:19
11095,11168,88.4,"[""system security testing"", ""secure SDLC"", ""secure system design"", ""system hardening"", ""risk analysis"", ""vulnerability identification""]","[""secure configuration""]",3,mid,Bachelor's degree in Information Technology,"[""GIAC GSEC"", ""CompTIA Security+""]",,2025-11-24 03:20:19
11096,11169,49.9,"[""secure SDLC"", ""system hardening""]","[""secure system design"", ""risk analysis"", ""vulnerability identification"", ""secure configuration"", ""system security testing""]",1,entry,Bachelor's degree in Computer Science,[],,2025-11-24 03:20:19
11097,11170,79,"[""system hardening"", ""secure SDLC"", ""vulnerability identification"", ""system security testing"", ""secure configuration""]","[""secure system design"", ""risk analysis""]",5,mid,Master's degree in Cybersecurity,"[""CompTIA CySA+""]",,2025-11-24 03:20:19
11098,11171,79,"[""system hardening"", ""vulnerability identification"", ""risk analysis"", ""system security testing"", ""secure configuration""]","[""secure system design"", ""secure SDLC""]",4,mid,Master's degree in Information Security,"[""Microsoft or Linux systems engineering certifications""]",,2025-11-24 03:20:19
11099,11172,79,"[""application security"", ""software risk assessment"", ""static analysis"", ""vulnerability analysis"", ""secure code review""]","[""threat modeling"", ""secure SDLC""]",4,mid,Bachelor's degree in Information Technology,"[""CompTIA PenTest+""]",,2025-11-24 03:20:19
11100,11173,79,"[""threat modeling"", ""software risk assessment"", ""application security"", ""vulnerability analysis"", ""static analysis""]","[""secure code review"", ""secure SDLC""]",3,mid,Associate's degree in Cybersecurity,"[""CompTIA PenTest+""]",,2025-11-24 03:20:19
11101,11174,69.6,"[""static analysis"", ""threat modeling"", ""software risk assessment"", ""vulnerability analysis""]","[""application security"", ""secure code review"", ""secure SDLC""]",2,entry,Bachelor's degree in Computer Science,[],,2025-11-24 03:20:19
11102,11175,62.4,"[""application security"", ""secure code review"", ""static analysis""]","[""threat modeling"", ""vulnerability analysis"", ""secure SDLC"", ""software risk assessment""]",2,entry,Bachelor's degree in Computer Science,[],,2025-11-24 03:20:19
