application_id,candidate_id,role_id,job_title,status,ai_score,applied_at,matched_skills,missing_skills
397,397,6,Incident Responder,test_completed,87.9,2024-10-03T00:00:00,"SIEM, Malware Analysis, Incident Response","Digital Forensics, Threat Hunting"
398,398,6,Incident Responder,test_completed,89.5,2024-10-22T00:00:00,"Digital Forensics, Malware Analysis, Incident Response","SIEM, Threat Hunting"
399,399,6,Incident Responder,test_completed,91.5,2024-11-05T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
400,400,6,Incident Responder,test_completed,87.6,2024-11-08T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
401,401,6,Incident Responder,test_completed,82.2,2024-11-06T00:00:00,"SIEM, Malware Analysis, Threat Hunting, Incident Response",Digital Forensics
402,402,6,Incident Responder,test_completed,77.6,2024-11-12T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
403,403,6,Incident Responder,test_completed,82.1,2024-10-06T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
404,404,6,Incident Responder,test_completed,83.1,2024-10-03T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
405,405,6,Incident Responder,test_completed,76.7,2024-10-29T00:00:00,"SIEM, Malware Analysis, Incident Response","Digital Forensics, Threat Hunting"
406,406,6,Incident Responder,test_completed,80.6,2024-11-04T00:00:00,"Digital Forensics, Malware Analysis, Incident Response","SIEM, Threat Hunting"
407,407,6,Incident Responder,test_completed,82.2,2024-10-10T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response, Threat Hunting",
408,408,6,Incident Responder,test_completed,83.5,2024-10-26T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
409,409,6,Incident Responder,test_completed,78.2,2024-10-01T00:00:00,"SIEM, Malware Analysis, Incident Response","Digital Forensics, Threat Hunting"
410,410,6,Incident Responder,test_completed,76.5,2024-11-10T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
411,411,6,Incident Responder,test_completed,78.9,2024-10-21T00:00:00,"Digital Forensics, Malware Analysis, Incident Response","SIEM, Threat Hunting"
412,412,6,Incident Responder,test_completed,77.1,2024-10-16T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
413,413,6,Incident Responder,test_completed,79.6,2024-10-14T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
414,414,6,Incident Responder,test_completed,83.6,2024-11-15T00:00:00,"SIEM, Digital Forensics, Threat Hunting, Incident Response",Malware Analysis
415,415,6,Incident Responder,test_completed,76.9,2024-11-05T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response, Threat Hunting",
416,416,6,Incident Responder,test_completed,69.7,2024-11-16T00:00:00,"SIEM, Digital Forensics, Malware Analysis","Threat Hunting, Incident Response"
417,417,6,Incident Responder,test_completed,66.7,2024-11-11T00:00:00,"Digital Forensics, Malware Analysis, Incident Response","SIEM, Threat Hunting"
418,418,6,Incident Responder,test_completed,71.3,2024-10-24T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response, Threat Hunting",
419,419,6,Incident Responder,test_completed,66.4,2024-10-18T00:00:00,"Digital Forensics, Malware Analysis, Incident Response","SIEM, Threat Hunting"
420,420,6,Incident Responder,test_completed,72.0,2024-11-03T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
421,421,6,Incident Responder,test_completed,72.4,2024-10-15T00:00:00,"Digital Forensics, Malware Analysis, Threat Hunting, Incident Response",SIEM
422,422,6,Incident Responder,test_completed,67.5,2024-11-04T00:00:00,"SIEM, Digital Forensics, Malware Analysis","Threat Hunting, Incident Response"
423,423,6,Incident Responder,test_completed,69.8,2024-10-31T00:00:00,"SIEM, Digital Forensics, Malware Analysis","Threat Hunting, Incident Response"
424,424,6,Incident Responder,not_eligible,64.5,2024-10-16T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
425,425,6,Incident Responder,test_completed,67.8,2024-10-30T00:00:00,"SIEM, Malware Analysis, Incident Response","Digital Forensics, Threat Hunting"
426,426,6,Incident Responder,test_completed,72.0,2024-11-15T00:00:00,"SIEM, Malware Analysis, Incident Response","Digital Forensics, Threat Hunting"
427,427,6,Incident Responder,test_completed,72.4,2024-11-12T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
428,428,6,Incident Responder,test_completed,71.1,2024-10-16T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
429,429,6,Incident Responder,test_completed,70.8,2024-10-31T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
430,430,6,Incident Responder,test_completed,73.2,2024-10-25T00:00:00,"SIEM, Digital Forensics, Incident Response","Malware Analysis, Threat Hunting"
431,431,6,Incident Responder,test_completed,65.1,2024-10-04T00:00:00,"Digital Forensics, Malware Analysis, Incident Response","SIEM, Threat Hunting"
432,432,6,Incident Responder,not_eligible,64.3,2024-11-03T00:00:00,"Malware Analysis, Threat Hunting","SIEM, Digital Forensics, Incident Response"
433,433,6,Incident Responder,test_completed,72.4,2024-10-27T00:00:00,"SIEM, Malware Analysis, Threat Hunting","Digital Forensics, Incident Response"
434,434,6,Incident Responder,test_completed,72.6,2024-10-22T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
435,435,6,Incident Responder,test_completed,66.6,2024-11-05T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
436,436,6,Incident Responder,test_completed,71.5,2024-11-11T00:00:00,"Malware Analysis, Incident Response","SIEM, Digital Forensics, Threat Hunting"
437,437,6,Incident Responder,test_completed,70.2,2024-10-06T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
438,438,6,Incident Responder,test_completed,66.4,2024-10-03T00:00:00,"SIEM, Digital Forensics, Incident Response","Malware Analysis, Threat Hunting"
439,439,6,Incident Responder,test_completed,71.3,2024-10-25T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
440,440,6,Incident Responder,test_completed,66.9,2024-11-08T00:00:00,"Digital Forensics, Malware Analysis, Threat Hunting, Incident Response",SIEM
441,441,6,Incident Responder,test_completed,70.0,2024-11-08T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
442,442,6,Incident Responder,test_completed,73.9,2024-11-10T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Threat Hunting",Incident Response
443,443,6,Incident Responder,test_completed,72.2,2024-10-17T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Threat Hunting",Incident Response
444,444,6,Incident Responder,test_completed,67.0,2024-10-17T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
445,445,6,Incident Responder,test_completed,72.1,2024-10-31T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
446,446,6,Incident Responder,not_eligible,56.4,2024-11-12T00:00:00,"Digital Forensics, Incident Response","SIEM, Malware Analysis, Threat Hunting"
447,447,6,Incident Responder,not_eligible,62.5,2024-11-13T00:00:00,"SIEM, Digital Forensics, Incident Response","Malware Analysis, Threat Hunting"
448,448,6,Incident Responder,not_eligible,56.2,2024-10-01T00:00:00,"SIEM, Digital Forensics","Malware Analysis, Threat Hunting, Incident Response"
449,449,6,Incident Responder,not_eligible,55.3,2024-10-22T00:00:00,"Digital Forensics, Incident Response","SIEM, Malware Analysis, Threat Hunting"
450,450,6,Incident Responder,not_eligible,55,2024-10-22T00:00:00,"Digital Forensics, Malware Analysis","SIEM, Threat Hunting, Incident Response"
451,451,6,Incident Responder,not_eligible,57.0,2024-10-29T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
452,452,6,Incident Responder,not_eligible,56.4,2024-10-10T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
453,453,6,Incident Responder,not_eligible,57.3,2024-10-28T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
454,454,6,Incident Responder,not_eligible,61.8,2024-10-28T00:00:00,"SIEM, Malware Analysis, Threat Hunting","Digital Forensics, Incident Response"
455,455,6,Incident Responder,not_eligible,58.5,2024-10-07T00:00:00,"SIEM, Malware Analysis, Incident Response","Digital Forensics, Threat Hunting"
456,456,6,Incident Responder,not_eligible,60.3,2024-10-19T00:00:00,"SIEM, Digital Forensics, Malware Analysis","Threat Hunting, Incident Response"
457,457,6,Incident Responder,not_eligible,60.6,2024-11-06T00:00:00,Digital Forensics,"SIEM, Malware Analysis, Threat Hunting"
458,458,6,Incident Responder,not_eligible,58.0,2024-11-10T00:00:00,"SIEM, Digital Forensics, Malware Analysis, Incident Response",Threat Hunting
459,459,6,Incident Responder,not_eligible,55,2024-10-21T00:00:00,"Digital Forensics, Malware Analysis, Incident Response","SIEM, Threat Hunting"
460,460,6,Incident Responder,not_eligible,59.7,2024-10-28T00:00:00,"Digital Forensics, Incident Response","SIEM, Malware Analysis, Threat Hunting"
461,461,7,Security Architect,test_completed,91.5,2024-11-03T00:00:00,"Cloud Security, Security Architecture, Zero Trust, IAM",Network Security
462,462,7,Security Architect,test_completed,86.2,2024-10-22T00:00:00,"Cloud Security, Security Architecture, Zero Trust, IAM",Network Security
463,463,7,Security Architect,test_completed,91.0,2024-11-02T00:00:00,"Cloud Security, Zero Trust, IAM","Security Architecture, Network Security"
464,464,7,Security Architect,test_completed,85.2,2024-11-05T00:00:00,"Security Architecture, Zero Trust, IAM","Cloud Security, Network Security"
465,465,7,Security Architect,test_completed,91.8,2024-11-07T00:00:00,"Cloud Security, Security Architecture, Zero Trust","Network Security, IAM"
466,466,7,Security Architect,test_completed,76.5,2024-10-23T00:00:00,"Cloud Security, Security Architecture, Zero Trust","Network Security, IAM"
467,467,7,Security Architect,test_completed,80.7,2024-11-05T00:00:00,"Cloud Security, Security Architecture, Zero Trust","Network Security, IAM"
468,468,7,Security Architect,test_completed,78.0,2024-11-06T00:00:00,"Cloud Security, Security Architecture, Zero Trust, IAM",Network Security
469,469,7,Security Architect,test_completed,81.9,2024-11-02T00:00:00,"Cloud Security, Security Architecture, Zero Trust","Network Security, IAM"
470,470,7,Security Architect,test_completed,80.4,2024-10-28T00:00:00,"Cloud Security, Security Architecture, Zero Trust, IAM",Network Security
471,471,7,Security Architect,test_completed,75.4,2024-11-05T00:00:00,"Cloud Security, Security Architecture, Zero Trust","Network Security, IAM"
472,472,7,Security Architect,test_completed,83.1,2024-11-08T00:00:00,"Cloud Security, Security Architecture, Zero Trust, Network Security",IAM
473,473,7,Security Architect,test_completed,76.4,2024-10-25T00:00:00,"Cloud Security, Security Architecture, Zero Trust, IAM",Network Security
474,474,7,Security Architect,test_completed,78.3,2024-11-14T00:00:00,"Cloud Security, Security Architecture, Network Security","Zero Trust, IAM"
475,475,7,Security Architect,test_completed,81.4,2024-10-30T00:00:00,"Cloud Security, Security Architecture, Zero Trust, IAM",Network Security
476,476,7,Security Architect,test_completed,84.8,2024-10-05T00:00:00,"Cloud Security, Security Architecture, Zero Trust, Network Security",IAM
477,477,7,Security Architect,test_completed,80.3,2024-11-04T00:00:00,"Cloud Security, Zero Trust, IAM","Security Architecture, Network Security"
478,478,7,Security Architect,test_completed,78.7,2024-10-22T00:00:00,"Cloud Security, Zero Trust, IAM","Security Architecture, Network Security"
479,479,7,Security Architect,test_completed,77.2,2024-11-12T00:00:00,"Cloud Security, Security Architecture, Zero Trust","Network Security, IAM"
480,480,7,Security Architect,test_completed,78.4,2024-10-10T00:00:00,"Security Architecture, Zero Trust, IAM","Cloud Security, Network Security"
481,481,7,Security Architect,not_eligible,63.7,2024-10-28T00:00:00,"Cloud Security, Zero Trust","Security Architecture, Network Security, IAM"
482,482,7,Security Architect,not_eligible,71.1,2024-11-04T00:00:00,"Cloud Security, Security Architecture, Zero Trust, IAM",Network Security
483,483,7,Security Architect,not_eligible,66.9,2024-10-24T00:00:00,"Security Architecture, Zero Trust","Cloud Security, Network Security, IAM"
484,484,7,Security Architect,not_eligible,69.9,2024-10-15T00:00:00,"Cloud Security, Security Architecture, Zero Trust","Network Security, IAM"
485,485,7,Security Architect,not_eligible,73.3,2024-11-10T00:00:00,"Cloud Security, Security Architecture, Zero Trust, Network Security",IAM
486,486,8,Cloud Security Engineer,test_completed,91.1,2024-10-15T00:00:00,"Cloud Security, Container Security, AWS","IAM, Azure"
487,487,8,Cloud Security Engineer,test_completed,90.2,2024-10-31T00:00:00,AWS,"Cloud Security, Container Security, IAM"
488,488,8,Cloud Security Engineer,test_completed,90.2,2024-11-03T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
489,489,8,Cloud Security Engineer,test_completed,88.5,2024-10-15T00:00:00,"Cloud Security, Container Security","IAM, AWS, Azure"
490,490,8,Cloud Security Engineer,test_completed,89.7,2024-10-26T00:00:00,"Cloud Security, Container Security, IAM, Azure",AWS
491,491,8,Cloud Security Engineer,test_completed,76.5,2024-11-01T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
492,492,8,Cloud Security Engineer,test_completed,76.9,2024-10-21T00:00:00,"Cloud Security, Container Security, Azure","AWS, IAM"
493,493,8,Cloud Security Engineer,test_completed,80.5,2024-10-20T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
494,494,8,Cloud Security Engineer,test_completed,79.5,2024-10-04T00:00:00,"Cloud Security, Azure","Container Security, AWS, IAM"
495,495,8,Cloud Security Engineer,test_completed,80.9,2024-10-21T00:00:00,"Cloud Security, Container Security, AWS, Azure",IAM
496,496,8,Cloud Security Engineer,test_completed,76.7,2024-10-15T00:00:00,"Cloud Security, Container Security, AWS, Azure",IAM
497,497,8,Cloud Security Engineer,test_completed,75.4,2024-10-18T00:00:00,"Cloud Security, Container Security, AWS, Azure",IAM
498,498,8,Cloud Security Engineer,test_completed,81.5,2024-10-16T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
499,499,8,Cloud Security Engineer,test_completed,75.0,2024-11-16T00:00:00,"Cloud Security, Container Security, AWS","IAM, Azure"
500,500,8,Cloud Security Engineer,test_completed,77.2,2024-11-02T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
501,501,8,Cloud Security Engineer,test_completed,76.2,2024-11-09T00:00:00,AWS,"Cloud Security, Container Security, IAM"
502,502,8,Cloud Security Engineer,test_completed,78.6,2024-10-09T00:00:00,Container Security,"Cloud Security, IAM, AWS"
503,503,8,Cloud Security Engineer,test_completed,81.1,2024-10-01T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
504,504,8,Cloud Security Engineer,test_completed,79.8,2024-10-07T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
505,505,8,Cloud Security Engineer,test_completed,83.2,2024-10-12T00:00:00,"Cloud Security, Container Security, AWS","IAM, Azure"
506,506,8,Cloud Security Engineer,test_completed,68.8,2024-10-20T00:00:00,"Cloud Security, Container Security, Azure","AWS, IAM"
507,507,8,Cloud Security Engineer,test_completed,66.0,2024-10-15T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
508,508,8,Cloud Security Engineer,test_completed,71.9,2024-11-05T00:00:00,"Cloud Security, Container Security, Azure","AWS, IAM"
509,509,8,Cloud Security Engineer,test_completed,72.1,2024-10-20T00:00:00,"Container Security, AWS, Azure","Cloud Security, IAM"
510,510,8,Cloud Security Engineer,test_completed,71.0,2024-10-21T00:00:00,"Cloud Security, Container Security, AWS","IAM, Azure"
511,511,8,Cloud Security Engineer,test_completed,68.0,2024-10-14T00:00:00,"Container Security, AWS","Cloud Security, IAM, Azure"
512,512,8,Cloud Security Engineer,test_completed,73.2,2024-10-20T00:00:00,"Cloud Security, IAM, Azure","Container Security, AWS"
513,513,8,Cloud Security Engineer,test_completed,72.1,2024-10-22T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
514,514,8,Cloud Security Engineer,test_completed,66.4,2024-10-16T00:00:00,"Cloud Security, Container Security, AWS","IAM, Azure"
515,515,8,Cloud Security Engineer,test_completed,69.4,2024-10-05T00:00:00,"Cloud Security, AWS, IAM","Container Security, Azure"
516,516,8,Cloud Security Engineer,test_completed,70.4,2024-11-01T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
517,517,8,Cloud Security Engineer,test_completed,68.0,2024-10-20T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
518,518,8,Cloud Security Engineer,test_completed,70.9,2024-10-26T00:00:00,Cloud Security,"IAM, Container Security, AWS"
519,519,8,Cloud Security Engineer,test_completed,67.5,2024-10-02T00:00:00,"Cloud Security, Container Security, AWS","IAM, Azure"
520,520,8,Cloud Security Engineer,test_completed,72.1,2024-10-10T00:00:00,"Cloud Security, Container Security, AWS, Azure",IAM
521,521,8,Cloud Security Engineer,test_completed,74.4,2024-10-13T00:00:00,"Cloud Security, AWS, Container Security, Azure, IAM",
522,522,8,Cloud Security Engineer,test_completed,73.4,2024-10-23T00:00:00,"Cloud Security, AWS, Container Security, Azure, IAM",
523,523,8,Cloud Security Engineer,test_completed,71.3,2024-10-07T00:00:00,"Cloud Security, Container Security, AWS, Azure",IAM
524,524,8,Cloud Security Engineer,test_completed,73.0,2024-11-06T00:00:00,"IAM, Container Security, AWS, Azure",Cloud Security
525,525,8,Cloud Security Engineer,test_completed,70.5,2024-11-10T00:00:00,"Cloud Security, Container Security, AWS, Azure",IAM
526,526,8,Cloud Security Engineer,test_completed,71.3,2024-10-08T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
527,527,8,Cloud Security Engineer,test_completed,72.1,2024-10-02T00:00:00,"Cloud Security, Container Security, IAM","AWS, Azure"
528,528,8,Cloud Security Engineer,test_completed,69.0,2024-11-04T00:00:00,"Cloud Security, Container Security, AWS","IAM, Azure"
529,529,8,Cloud Security Engineer,test_completed,72.5,2024-11-05T00:00:00,"Cloud Security, AWS, IAM","Container Security, Azure"
530,530,8,Cloud Security Engineer,test_completed,67.5,2024-11-01T00:00:00,"Cloud Security, Container Security, AWS","IAM, Azure"
531,531,8,Cloud Security Engineer,test_completed,68.2,2024-10-16T00:00:00,"Cloud Security, Container Security, AWS, IAM",Azure
532,532,8,Cloud Security Engineer,test_completed,68.4,2024-10-11T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
533,533,8,Cloud Security Engineer,test_completed,74.8,2024-10-02T00:00:00,"Cloud Security, Container Security, AWS","IAM, Azure"
534,534,8,Cloud Security Engineer,test_completed,69.8,2024-11-15T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
535,535,8,Cloud Security Engineer,test_completed,68.2,2024-10-04T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
536,536,8,Cloud Security Engineer,not_eligible,55,2024-10-27T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
537,537,8,Cloud Security Engineer,not_eligible,57.9,2024-11-06T00:00:00,"Cloud Security, Container Security, AWS","IAM, Azure"
538,538,8,Cloud Security Engineer,not_eligible,56.7,2024-11-04T00:00:00,"Cloud Security, Container Security, AWS","IAM, Azure"
539,539,8,Cloud Security Engineer,test_completed,65.0,2024-11-01T00:00:00,"Cloud Security, AWS, Container Security, Azure, IAM",
540,540,8,Cloud Security Engineer,not_eligible,59.4,2024-11-06T00:00:00,"Cloud Security, AWS, Azure","Container Security, IAM"
541,541,8,Cloud Security Engineer,not_eligible,58.5,2024-11-07T00:00:00,"Cloud Security, IAM","Container Security, AWS, Azure"
542,542,8,Cloud Security Engineer,not_eligible,56.2,2024-11-16T00:00:00,AWS,"Cloud Security, Container Security, IAM"
543,543,8,Cloud Security Engineer,not_eligible,59.3,2024-11-01T00:00:00,"Cloud Security, AWS, Container Security, Azure, IAM",
544,544,8,Cloud Security Engineer,not_eligible,61.7,2024-10-09T00:00:00,"Cloud Security, Container Security, AWS","IAM, Azure"
545,545,8,Cloud Security Engineer,not_eligible,59.4,2024-11-12T00:00:00,Cloud Security,"IAM, Container Security, AWS"
546,546,8,Cloud Security Engineer,not_eligible,62.3,2024-11-14T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
547,547,8,Cloud Security Engineer,not_eligible,57.5,2024-11-08T00:00:00,"Cloud Security, Container Security, AWS, Azure",IAM
548,548,8,Cloud Security Engineer,not_eligible,57.3,2024-10-21T00:00:00,"Cloud Security, AWS, IAM","Container Security, Azure"
549,549,8,Cloud Security Engineer,not_eligible,55,2024-10-25T00:00:00,"Cloud Security, AWS","IAM, Container Security, Azure"
550,550,8,Cloud Security Engineer,not_eligible,60.0,2024-10-18T00:00:00,"Cloud Security, Container Security, AWS","IAM, Azure"
551,551,8,Cloud Security Engineer,not_eligible,55.8,2024-10-09T00:00:00,"Cloud Security, IAM, Azure","Container Security, AWS"
552,552,8,Cloud Security Engineer,not_eligible,62.3,2024-11-10T00:00:00,"Cloud Security, Container Security, Azure","AWS, IAM"
553,553,8,Cloud Security Engineer,not_eligible,60.3,2024-11-10T00:00:00,AWS,"Cloud Security, Container Security, IAM"
554,554,8,Cloud Security Engineer,not_eligible,62.6,2024-11-11T00:00:00,"Cloud Security, Container Security, AWS, Azure",IAM
555,555,8,Cloud Security Engineer,not_eligible,57.1,2024-11-03T00:00:00,"Cloud Security, Container Security, AWS","IAM, Azure"
556,556,9,Threat Intelligence Analyst,test_completed,87.3,2024-10-16T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK, Threat Hunting, IOC",
557,557,9,Threat Intelligence Analyst,test_completed,88.2,2024-10-19T00:00:00,"Threat Hunting, Threat Intelligence, MITRE ATT&CK, IOC",STIX/TAXII
558,558,9,Threat Intelligence Analyst,test_completed,91.3,2024-10-05T00:00:00,"STIX/TAXII, Threat Intelligence","Threat Hunting, MITRE ATT&CK, IOC"
559,559,9,Threat Intelligence Analyst,test_completed,92,2024-10-03T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK, Threat Hunting, IOC",
560,560,9,Threat Intelligence Analyst,test_completed,91.1,2024-10-16T00:00:00,"STIX/TAXII, Threat Intelligence, Threat Hunting, IOC",MITRE ATT&CK
561,561,9,Threat Intelligence Analyst,test_completed,81.2,2024-11-15T00:00:00,"STIX/TAXII, Threat Intelligence, Threat Hunting, IOC",MITRE ATT&CK
562,562,9,Threat Intelligence Analyst,test_completed,78.3,2024-10-26T00:00:00,"Threat Intelligence, MITRE ATT&CK","STIX/TAXII, Threat Hunting, IOC"
563,563,9,Threat Intelligence Analyst,test_completed,80.1,2024-10-29T00:00:00,"STIX/TAXII, MITRE ATT&CK","Threat Intelligence, Threat Hunting, IOC"
564,564,9,Threat Intelligence Analyst,test_completed,74.7,2024-11-16T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK","Threat Hunting, IOC"
565,565,9,Threat Intelligence Analyst,test_completed,82.7,2024-10-31T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK","Threat Hunting, IOC"
566,566,9,Threat Intelligence Analyst,test_completed,83.0,2024-10-08T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK, Threat Hunting, IOC",
567,567,9,Threat Intelligence Analyst,test_completed,83.1,2024-10-11T00:00:00,"Threat Hunting, STIX/TAXII, MITRE ATT&CK, IOC",Threat Intelligence
568,568,9,Threat Intelligence Analyst,test_completed,77.2,2024-10-28T00:00:00,"STIX/TAXII, Threat Hunting, IOC","Threat Intelligence, MITRE ATT&CK"
569,569,9,Threat Intelligence Analyst,test_completed,80.9,2024-10-22T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK","Threat Hunting, IOC"
570,570,9,Threat Intelligence Analyst,test_completed,75.0,2024-10-22T00:00:00,"Threat Hunting, STIX/TAXII, MITRE ATT&CK","Threat Intelligence, IOC"
571,571,9,Threat Intelligence Analyst,test_completed,80.6,2024-10-29T00:00:00,"STIX/TAXII, MITRE ATT&CK","Threat Intelligence, Threat Hunting, IOC"
572,572,9,Threat Intelligence Analyst,test_completed,82.0,2024-10-01T00:00:00,"STIX/TAXII, Threat Hunting, IOC","Threat Intelligence, MITRE ATT&CK"
573,573,9,Threat Intelligence Analyst,test_completed,79.1,2024-11-16T00:00:00,"Threat Hunting, STIX/TAXII, Threat Intelligence, MITRE ATT&CK",IOC
574,574,9,Threat Intelligence Analyst,test_completed,77.0,2024-10-30T00:00:00,"STIX/TAXII, MITRE ATT&CK","Threat Intelligence, Threat Hunting, IOC"
575,575,9,Threat Intelligence Analyst,test_completed,82.0,2024-11-01T00:00:00,"Threat Intelligence, MITRE ATT&CK","STIX/TAXII, Threat Hunting, IOC"
576,576,9,Threat Intelligence Analyst,test_completed,71.5,2024-10-30T00:00:00,MITRE ATT&CK,"STIX/TAXII, Threat Intelligence, Threat Hunting"
577,577,9,Threat Intelligence Analyst,test_completed,74.5,2024-10-20T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK, Threat Hunting, IOC",
578,578,9,Threat Intelligence Analyst,test_completed,66.7,2024-10-08T00:00:00,MITRE ATT&CK,"STIX/TAXII, Threat Intelligence, Threat Hunting"
579,579,9,Threat Intelligence Analyst,test_completed,65.3,2024-10-25T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK","Threat Hunting, IOC"
580,580,9,Threat Intelligence Analyst,test_completed,72.7,2024-11-12T00:00:00,"Threat Hunting, Threat Intelligence, MITRE ATT&CK, IOC",STIX/TAXII
581,581,9,Threat Intelligence Analyst,test_completed,73.8,2024-11-05T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK","Threat Hunting, IOC"
582,582,9,Threat Intelligence Analyst,test_completed,67.1,2024-11-01T00:00:00,"STIX/TAXII, Threat Intelligence, Threat Hunting, IOC",MITRE ATT&CK
583,583,9,Threat Intelligence Analyst,test_completed,75.5,2024-10-20T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK, Threat Hunting, IOC",
584,584,9,Threat Intelligence Analyst,test_completed,69.9,2024-10-05T00:00:00,"STIX/TAXII, Threat Intelligence, Threat Hunting, IOC",MITRE ATT&CK
585,585,9,Threat Intelligence Analyst,test_completed,73.6,2024-11-02T00:00:00,"Threat Hunting, Threat Intelligence, MITRE ATT&CK","STIX/TAXII, IOC"
586,586,9,Threat Intelligence Analyst,test_completed,71.4,2024-10-11T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK, Threat Hunting, IOC",
587,587,9,Threat Intelligence Analyst,test_completed,68.8,2024-10-03T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK, Threat Hunting, IOC",
588,588,9,Threat Intelligence Analyst,test_completed,68.2,2024-11-14T00:00:00,"STIX/TAXII, Threat Intelligence, Threat Hunting, IOC",MITRE ATT&CK
589,589,9,Threat Intelligence Analyst,test_completed,72.6,2024-10-20T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK, Threat Hunting, IOC",
590,590,9,Threat Intelligence Analyst,test_completed,71.2,2024-10-25T00:00:00,"Threat Intelligence, MITRE ATT&CK","STIX/TAXII, Threat Hunting, IOC"
591,591,9,Threat Intelligence Analyst,test_completed,68.6,2024-11-15T00:00:00,"STIX/TAXII, MITRE ATT&CK","Threat Intelligence, Threat Hunting, IOC"
592,592,9,Threat Intelligence Analyst,test_completed,63.6,2024-11-12T00:00:00,"Threat Intelligence, IOC","Threat Hunting, STIX/TAXII, MITRE ATT&CK"
593,593,9,Threat Intelligence Analyst,test_completed,68.6,2024-10-06T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK","Threat Hunting, IOC"
